Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Francisco Costa,POR,26,RB,6,2,8,5,3,2,6,1,1,1,0,0,6,16,0,0,0,13,1,0,7,262.0,0
Ivar Stavast,NED,3,CB,0,0,5,3,0,0,1,1,0,0,1,1,2,4,0,0,0,8,0,0,7,138.0,0
Mathias Gidsel,DEN,19,RB,0,0,13,2,0,1,12,4,13,1,8,8,8,4,0,1,0,35,5,0,19,434.0,0
Petter Øverby,NOR,11,LP,0,0,14,6,0,0,0,0,1,0,0,0,0,0,1,3,0,5,3,5,2,216.0,0
Bart Ravensbergen,NED,1,GK,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,345.0,0
Lukas Hutecek,AUT,72,CB,0,0,2,3,0,0,8,0,0,0,3,0,16,27,0,1,0,22,3,1,4,396.0,0
Luka Lovre Klarica,CRO,59,RB,0,0,5,3,1,0,10,1,1,1,0,0,11,6,0,1,0,18,3,0,7,235.0,0
Nikola Karabatic,FRA,13,LB,0,0,5,3,0,0,1,0,0,1,2,2,8,7,0,0,0,22,1,0,10,270.0,0
Borut Mackovsek,SLO,51,LB,1,1,10,1,0,0,1,0,2,0,2,2,14,17,0,2,0,16,4,5,8,336.0,0
Iosif Andrei Buzle,ROU,35,LB,0,0,1,0,0,0,0,1,0,0,0,0,9,12,0,1,0,7,0,0,9,111.0,0
Rasmus Lauge Schmidt,DEN,11,CB,0,0,4,0,0,0,4,0,0,0,0,0,2,8,0,1,0,15,1,2,9,170.0,0
Mirko Herceg,BIH,5,LB,0,0,2,0,0,0,0,1,0,0,0,0,4,15,0,1,0,3,0,0,8,115.0,0
Gisli Thorgeir Kristjansson,ISL,10,CB,0,0,2,1,0,0,4,2,0,0,0,0,2,4,0,1,0,11,0,0,8,86.0,0
Marko Mitev,MKD,10,CB,2,0,2,0,0,0,6,1,0,0,0,0,1,0,0,0,0,7,0,0,6,98.0,0
Julian Köster,GER,18,LB,0,0,11,3,0,0,8,7,1,0,1,1,10,17,0,1,0,31,5,17,17,391.0,0
Tobias Schjølberg Grøndahl,NOR,22,CB,4,3,2,2,1,0,1,0,0,0,0,0,7,2,0,0,0,10,0,0,5,72.0,0
Tomislav Jagurinovski,MKD,34,RB,0,0,1,1,0,0,1,0,2,0,1,1,2,3,0,0,0,10,2,0,11,112.0,0
Dani Baijens,NED,77,LB,0,0,6,5,0,0,5,3,7,1,0,1,8,9,0,1,0,17,2,0,8,261.0,0
Óli Mittún,FAR,78,LB,0,0,1,2,0,0,4,3,0,0,0,0,2,4,0,0,0,9,0,0,1,87.0,0
Mykola Bilyk,AUT,53,LB,0,0,4,1,0,0,7,5,4,0,9,1,17,22,0,1,0,29,2,0,11,349.0,0
Luka Cindric,CRO,33,CB,0,0,1,3,0,0,8,0,3,0,0,1,2,9,0,0,0,14,2,0,12,217.0,0
Veron Nacinovic,CRO,21,LP,0,0,18,6,0,0,0,0,0,0,0,0,1,0,0,5,0,4,1,4,5,232.0,0
Alexandre Cavalcanti,POR,24,LB,0,0,1,2,0,0,0,1,0,0,0,0,4,2,0,7,0,10,4,1,6,223.0,0
Tobias Wagner,AUT,55,LP,0,0,23,10,1,0,0,0,0,0,6,1,0,1,0,2,0,2,0,0,2,212.0,0
Patrik Ligetvári,HUN,11,LB,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,1,5,1,142.0,0
Harald Reinkind,NOR,27,RB,0,0,1,5,0,0,8,1,0,0,0,0,5,10,0,3,0,13,0,0,9,272.0,0
Marko Panic,BIH,10,RB,4,3,0,1,0,0,1,0,0,0,0,0,8,15,0,0,0,6,1,0,4,125.0,0
Richárd Bodó,HUN,39,LB,0,0,1,2,0,0,7,1,0,0,0,0,9,17,0,1,0,24,1,0,10,200.0,0
Teimuraz Orjonikidze,GEO,14,LB,0,0,1,0,0,0,2,2,1,0,0,0,8,9,0,0,0,7,2,0,5,139.0,0
Albin Lagergren,SWE,23,RB,0,0,10,10,0,0,7,2,4,0,0,0,3,5,0,0,0,13,5,0,10,286.0,0
Nejc Cehte,SLO,17,RB,0,0,9,2,0,0,5,1,1,0,0,0,4,10,0,2,0,7,2,0,5,277.0,0
Ómar Ingi Magnusson,ISL,14,RB,8,7,2,1,0,0,6,1,0,0,0,0,3,8,0,0,0,11,2,1,12,187.0,0
Tin Lucin,CRO,41,CB,0,0,2,8,0,0,4,1,0,0,1,1,5,11,0,5,0,11,0,0,7,125.0,0
Niels Gerardus Versteijnen,NED,20,RB,2,0,14,4,1,0,4,2,0,1,2,2,16,13,0,1,0,27,2,2,21,284.0,0
Niclas Vest Kirkeløkke,DEN,3,RB,0,0,2,1,7,3,1,0,2,0,0,0,9,4,0,5,0,6,0,2,6,467.0,0
Eric Johansson,SWE,42,LB,0,0,3,0,0,0,1,3,1,0,0,0,5,12,0,0,0,15,1,3,5,101.0,0
Karl Konan,FRA,34,LP,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,3,8,0,139.0,0
Elias Ellefsen á Skipagøtu,FAR,71,CB,7,1,4,4,0,0,6,0,1,0,0,0,5,12,0,2,0,24,2,0,14,149.0,0
Nedim Remili,FRA,5,CB,0,0,5,4,0,0,7,8,2,1,4,5,16,15,0,1,0,53,2,2,19,314.0,0
Oscar Bergendahl,SWE,32,LP,0,0,10,3,0,0,0,1,1,1,0,0,0,0,0,7,0,5,3,2,4,229.0,0
Janus Dadi Smarason,ISL,3,CB,0,0,2,3,0,0,5,0,0,0,0,0,5,4,0,0,0,7,2,0,4,89.0,0
Samir Benghanem,NED,13,LP,0,0,7,3,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,3,3,109.0,0
Elliði Viðarsson,ISL,18,LP,0,0,15,7,0,0,0,0,0,0,5,6,1,1,2,8,0,6,4,3,3,248.0,0
Aleks Vlah,SLO,88,CB,4,4,11,3,0,0,10,4,0,0,2,2,17,20,0,0,0,23,1,0,8,233.0,0
Philipp Weber,GER,20,CB,1,1,1,0,0,0,2,3,0,0,0,0,4,2,0,0,0,6,0,0,3,45.0,0
Lazar Kukic,SRB,24,CB,0,0,2,3,0,0,6,1,0,0,0,0,4,2,0,0,0,6,2,0,8,83.0,0
Felix Claar,SWE,19,CB,0,0,5,1,0,0,14,3,4,0,1,1,14,10,0,1,0,36,6,0,18,305.0,0
Gøran Søgard Johannessen,NOR,23,LB,0,0,5,3,0,0,3,0,1,0,0,0,4,3,0,1,0,6,0,0,6,113.0,0
Simon Bogetoft Pytlick,DEN,43,LB,0,0,9,4,1,0,11,5,1,1,0,0,15,15,0,1,0,36,2,3,13,339.0,0
Jure Dolenec,SLO,11,RB,0,2,6,2,0,0,5,0,1,0,0,0,7,6,0,1,0,16,0,1,10,191.0,0
Jim Gottfridsson,SWE,24,CB,0,0,2,2,0,0,9,2,0,0,0,1,12,13,0,3,0,29,2,0,19,270.0,0
Christoph Steinert,GER,44,RB,2,0,0,1,2,3,0,0,3,0,1,1,2,2,0,3,0,1,2,2,4,335.0,0
Sander Sagosen,NOR,5,LB,3,1,8,5,0,0,7,0,2,0,0,0,6,19,0,1,0,34,0,0,13,239.0,0
Sebastian Heymann,GER,11,LB,0,0,2,0,0,0,5,2,2,0,0,0,12,15,0,6,0,13,3,2,8,175.0,0
Agustín Casado Marcelo,ESP,25,LB,0,0,0,1,0,0,3,0,0,0,2,0,3,2,0,0,0,6,0,0,9,82.0,0
Luís Frade,POR,82,LP,0,0,23,10,0,0,0,1,2,0,0,0,0,0,0,3,0,8,1,1,4,262.0,0
Kentin Mahé,FRA,14,CB,8,3,5,1,0,0,1,2,0,0,2,2,5,3,0,1,0,9,1,0,4,72.0,0
Luc Steins,NED,22,CB,0,0,8,4,0,0,7,3,3,0,3,4,0,0,0,1,0,41,4,1,15,310.0,0
Zoltan Szita,HUN,30,LB,0,0,2,0,1,0,1,0,2,0,0,0,5,8,0,1,0,7,3,0,7,222.0,0
Magnus Saugstrup Jensen,DEN,15,LP,0,0,10,3,0,0,0,0,4,1,0,0,0,0,0,2,0,11,6,9,1,405.0,0
Robin Schoenaker,NED,7,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,1,4,0,220.0,0
Christian O'Sullivan,NOR,24,CB,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,8,6,0,4,161.0,0
Dominik Solak,CZE,34,LB,0,1,0,1,0,0,0,1,0,1,0,0,4,2,1,2,0,1,1,0,1,74.0,0
Janko Bozovic,AUT,7,RB,0,0,1,0,0,0,1,1,0,0,3,1,5,6,0,1,0,2,0,0,2,95.0,0
Elohim Prandi,FRA,8,LB,0,0,6,1,0,0,4,3,1,0,0,0,11,18,0,2,0,15,0,4,5,222.0,0
Simen Ulstad Lyse,NOR,43,LB,0,0,0,2,0,0,0,0,1,0,0,0,7,16,0,0,0,15,0,0,2,131.0,0
Szymon Sicko,POL,9,LB,1,0,8,1,0,0,1,0,0,0,0,0,9,10,0,0,0,8,2,0,6,104.0,0
Savvas Savvas,GRE,77,LB,0,2,0,4,0,0,0,0,1,0,0,0,7,8,0,0,0,3,0,0,6,94.0,0
Stefan Gabriel Cumpanici,ROU,10,CB,0,0,2,2,0,1,0,1,0,2,1,1,2,2,0,1,0,5,2,0,4,71.0,0
Salvador Salvador,POR,31,LB,0,0,2,4,0,0,1,0,4,1,5,5,2,6,0,4,0,10,6,1,3,239.0,0
Branko Vujovic,MNE,11,RB,0,0,1,1,2,0,0,1,1,0,1,2,10,9,0,1,0,5,2,0,7,119.0,0
Max Darj,SWE,5,LP,0,0,20,4,0,0,0,0,2,0,0,0,0,0,0,5,0,4,2,6,2,295.0,0
Jannik Kohlbacher,GER,80,LP,0,0,12,7,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,1,160.0,0
Lukas Lindhard Jørgensen,DEN,25,LP,0,0,16,7,0,0,0,0,4,0,0,0,0,0,0,1,0,3,1,1,3,152.0,0
Lukas Herburger,AUT,26,LP,0,0,3,0,0,0,0,1,2,2,3,0,0,0,0,6,0,0,2,4,0,228.0,0
Dean Bombac,SLO,44,CB,3,1,3,4,0,0,1,1,0,0,0,0,3,8,0,0,0,15,0,0,11,237.0,0
Mateo Maraš,CRO,20,RB,0,0,1,1,0,0,1,0,1,0,0,0,6,11,0,3,0,2,0,1,3,93.0,0
Haukur Thrastarson,ISL,25,CB,0,0,5,1,0,0,2,0,0,0,0,0,3,10,0,0,0,8,1,1,4,68.0,0
Igor Karacic,CRO,18,CB,0,0,3,3,1,0,7,1,0,0,0,0,8,8,0,0,0,9,0,1,10,145.0,0
Gergö Fazekas,HUN,24,CB,0,0,2,2,0,0,7,2,0,0,0,0,9,2,0,1,0,13,2,0,7,157.0,0
Irakli Kbilashvili,GEO,10,CB,0,0,3,0,0,0,0,2,2,0,0,0,1,6,0,1,0,10,1,1,13,122.0,0
Filip Kuzmanovski,MKD,18,CB,0,2,0,1,0,0,3,0,0,2,0,0,5,6,0,0,0,17,0,0,13,93.0,0
Gábor Ancsin,HUN,33,RB,0,0,4,1,0,1,3,1,0,0,0,0,17,21,0,4,0,10,0,1,8,215.0,0
Aron Pálmarsson,ISL,4,LB,0,0,5,3,0,0,2,1,2,0,1,1,15,13,0,2,0,21,5,0,6,242.0,0
Lars Kooij,NED,15,LP,0,0,18,7,0,0,0,0,0,1,0,1,0,0,0,4,0,4,2,3,5,209.0,0
Demis Cosmin Grigoras,ROU,14,RB,0,0,5,3,0,0,3,0,0,0,0,0,3,9,0,0,0,5,1,0,3,76.0,0
Mikkel Hansen,DEN,24,LB,26,3,3,0,0,0,1,2,0,0,0,0,5,9,0,0,0,14,0,0,4,97.0,0
Renars Uscins,GER,23,RB,0,0,4,3,0,0,7,3,1,0,0,0,5,10,0,0,0,10,0,0,11,154.0,0
Ian Tarrafeta Serrano,ESP,36,CB,0,0,3,3,0,0,1,0,0,0,8,1,0,0,0,1,0,3,0,0,0,42.0,0
Vuko Borozan,MNE,87,LB,0,0,2,3,0,0,2,1,1,0,0,0,12,15,0,1,0,7,3,0,6,111.0,0
Juri Knorr,GER,15,CB,14,5,13,3,0,1,8,1,3,1,2,3,10,24,0,1,0,33,3,0,17,331.0,0
Tomislav Kusan,CRO,25,LP,0,0,8,1,0,0,0,0,0,0,1,1,0,1,0,3,0,1,1,4,1,135.0,0
Giorgi Tskhovrebadze,GEO,11,RB,7,3,1,0,0,0,1,1,0,0,1,1,11,15,0,0,0,3,2,0,7,136.0,0
Lenny Rubin,SUI,4,LB,0,0,0,0,0,0,2,0,1,1,0,0,4,12,0,1,0,5,2,2,6,117.0,0
Daniel Stanciuc,ROU,4,LB,0,0,4,1,0,0,3,3,0,0,0,0,0,1,0,0,0,11,0,0,6,105.0,0
Miha Zarabec,SLO,23,CB,1,0,7,1,1,0,7,3,1,0,1,1,4,4,0,0,0,15,1,1,11,176.0,0
Imanol Garciandia Alustiza,ESP,18,RB,0,0,1,1,0,0,0,0,0,0,4,1,4,3,0,0,0,4,0,1,0,56.0,0
Boris Zivkovic,AUT,30,RB,0,0,2,6,0,0,4,3,0,0,5,1,4,8,0,0,0,15,0,1,12,179.0,0
Miguel Martins,POR,10,CB,0,0,3,4,0,0,2,2,0,0,0,0,9,9,0,1,0,10,0,0,12,158.0,0
Viggó Kristjánsson,ISL,7,RB,10,3,2,2,0,0,5,0,4,0,3,3,5,8,0,2,0,13,0,0,7,202.0,0
Michael Damgaard Nielsen,DEN,27,LB,0,0,3,6,0,0,4,1,0,0,0,0,10,11,0,0,0,3,0,0,4,95.0,0
Manuel Zehnder,SUI,8,LB,1,1,2,1,0,0,4,2,0,0,1,2,5,7,0,0,0,4,1,0,5,97.0,0
Zvonimir Srna,CRO,58,LB,0,0,5,0,0,0,2,0,3,0,0,2,10,12,1,5,0,19,1,3,16,238.0,0
Miklós Rosta,HUN,45,LP,4,2,18,2,0,0,0,0,0,0,1,1,0,0,0,2,0,3,0,0,2,82.0,0
Máté Lékai,HUN,66,CB,9,6,6,6,0,0,9,2,0,1,3,3,2,10,0,2,0,18,1,0,19,251.0,0
Ivan Martinovic,CRO,51,RB,0,0,0,0,0,0,8,0,0,0,2,2,0,2,0,0,0,4,1,0,2,68.0,0
Magnus Gullerud,NOR,21,LP,0,0,19,7,0,0,0,0,1,0,1,1,0,0,0,4,0,2,2,3,2,190.0,0
Adrián Sipos,HUN,2,LP,0,0,2,3,0,0,0,0,2,0,0,0,0,0,1,8,0,2,3,9,1,233.0,0
Johannes Golla,GER,4,LP,0,0,25,9,0,0,0,0,3,2,3,4,0,0,0,5,0,7,9,6,7,419.0,0
Ludovic Fabregas,FRA,23,LP,0,0,37,5,0,0,0,0,5,0,2,2,0,1,1,7,0,13,3,5,2,354.0,0
Achilleas Toskas,GRE,15,RB,0,0,0,1,0,0,2,0,0,0,0,0,8,8,0,0,0,4,0,0,8,94.0,0
Dragan Pechmalbec,SRB,46,LP,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,3,0,1,2,1,2,97.0,0
Luka Karabatic,FRA,22,LP,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,4,0,4,2,5,3,266.0,0
Bence Bánhidi,HUN,27,LP,0,0,29,11,1,0,2,0,0,0,0,0,0,0,1,3,0,11,0,1,7,256.0,0
Dika Mem,FRA,10,RB,0,0,5,7,0,0,7,3,4,1,3,3,30,16,0,5,0,21,5,4,11,374.0,0
Jonathan Carlsbogard,SWE,2,LB,0,0,7,0,0,0,8,2,0,0,1,1,3,8,0,2,0,11,1,5,6,330.0,0
